12028500	8519,21392,28059,13431,16540,27014,18496,17739,9922,2173,1428,622,661,11018,8027,15426,17692,11679,20655,11196,7600,15584,20796,21593,18647,396,13390,19949,27272,2999,5639,24849,22484,8696,28481,15311,10570,3032,4418,24551,28570,12368,18082,24088,13747,5858,14182,28654,27985,24581,27446,25260,21975,17024,905,9213,11694,3126
1206500	4571
1620500	7624,1195,444,12230,5445,13124,28774,23735,5300,14887,5833,15138,21728,5856,25857
4716750	8511,25820,2963,25318,2683,29202,4324,13784
5780000	5094,15584,5796,10702,2722,20858,23781,16529,10058,18736,18712,10325,4270,20190,7868,5814,539,17058,1392,749,21092,21533,20180,16460,27888,155,15021,22012,21844,14261,27906,21071,13734,17214,17060,25792,28885,2173,6569,25651,20979,7927,15534,574,19829,10014,18213,21336,26665,17061,7061,15471,22313,230,22556,8842,20724,18515,4411,9111,19458,23628,7692,12209,24274,11328,19309,26583,27257,23520,14917,7037,2128,5912,7560,8313,7071,2291,1461,5157,27955,26523,18868,15320,26789,11176,27927,19421,19523,2160,12259,21979,26160,29418,1000,9340,14450,7648,4172,14065,20207,7856,28411,16540,21796,6665,23192,25830,7059,22529,17959,21094,3369,4758,15315,15811,1222,11687,262,11431,4807,26308,16644,25510,11524,23928,11022,11080,24598,471,29224,12865,18306,26493,23134
6061250	20622,18805,24554,15934,10893,18730,21110,17117,28985,27509,4949,19416,10655,5151,2739,14261,19874,11176,28993,949,14855,3190,6465,23829,20668,21390,16849,16463,4499,19177,22359,4169,26737,943,8842,8719,15734,22547,28519,21493,25488,8628,21995,6927,29076,24844,16918,26655,19466,27927,10329,1370,22113,19340,7668,9312,3308,19699,12754,17835,9087,19514,16578,22577,11,29203,7552,14552,19632,12938,21067,8993,25177,15886,679,5670,7400,20721
6458500	27791,28453,8637
7860250	134524240
8869250	11203,11623,28230,19962
10224750	25863,4761,24385,21110,11679,25526,25960,2613,21702,26523,1831,22280,20180,973,4939,5267,2740,21393,15089,21336,1481
10302500	21110,12754,14567,2669,24402,18167,4953,29213,1630,2626,7409,14065,27897,10646,24503,12514,7917,6630,22240,8689,23235,28164,679,4691,13576,26087
10546500	-2013264379
1110750	13883,16762,3101,22499,28466,20578,29125,12426,21110,1852,6951,8669,14399,3458
12388250	23793,18712,17114,20756,25345,1539,9848,2367,27599,23873,15298,10680,29099,5952,15138,27508,27670,28391,9030,11196,16103,2326,28112,2613,26576,29155,6880,11329,2919,12395,749,4538,1014,22621,789,15073,21865,10570,17756,27906,24385,18730,6163,28035,21840,27501,14138,2945,13450,5680,11431,9549,24871,16965,6840,143,16939,15069,8662,20187
1971500	10193,22168,27791,26576,24869,21715,29099,22489,25933,20484,1372,12735,21840,4783,18712,16084,19405,21567,16944,13070,19113,18730,15645,1739,4949,8497,14415,7469,12285,18024,13701,8257,27927,1254,19421,14020,4479,7179,15065,24385,16033,4260,7654,14065,15344,20207,21657,11000,9195,13494,28945,14902,29083,11329,22043,3926,9340,27539,18583,24747,14580,26860,911,398,7737,14154,26288,8414,7692,26464,6961,4411,24685,25366,26546,5454,20727,8277,11864,10840,26378,5834,6148,4918,5315,28181,7004,23662,21919,19021,4067,27035,15549,21468,10999,17550,25329,23019,12910,3626,8385,24971,14182,4958,8316,14917,637,15584,8637,7096,9671,7624,21952,5254,20846,26699,16331,6203,29084,10014,21336,7975,18672,20015,14294,19217,18353,3151,20630,8107,19166,24392,9563,7230,24070,4443,2835,527,11127,15799,414,20297
434750	20411,2504,24332,7754,5310,8719,25666,29547,4571,6337,8850,11939,6542,28216,23019,18075,21110,17158,19394,27511,3536,12656,2669,27483,27458,25086,11225,16972,7963,937,18741,26771,7105,20297,6740,6104,23327,21911,9563,13411,3228,2771,19973,24196
5220750	13793,15534,785,17060,8943,24196,26483,28438,14952,29204,21431,8689,25933,14488,25240,8245,26216,12977,6080
5948500	17771,6290,28057,28382
6067750	29099,3329,7105,23698,7995,20768,9946,14447,1838
6571000	18731,17135,11435,7827,26420,18841,25488,18805,18879,1285,15734,12162,12252,17223,13011,26860,6576,28687,22877,20626,27052,11790,21815,24352,5638,12737,5655,22393,4125,13054,21862,19987,17945,24223,8236,18624,3677,27952,17619,13878,13124,23308,25631,7083,19885,13430,4254,15817,17835,4571,21620,4499,8584,3803,5429,5009,27659,12410,7773,21865,28621,12220,5836,7695,1390,14894,4960,27513,18361,9192,6319,10646,14261,7719,13394,2197,23338,6352,6080,18843,22749,27543,4595,679,1773,11687,5470
6977000	12964,5334,7868
7703750	2655,2426,2128,18712,4571,28410,22148,10329,6880,17959,3295,22393,24969,3651,25169,3626,22218,6268,14020,3720,16663,8278,5254,4831,19417,24856,15934,16103,3555,7737,12220,7868,23304,18630,12717,25086,16165,19284,11016,11679,24139,5058,8775,6621,18868,28593,11176,21503,6398,26665,24385,25839,23475,18516,26722,4154,4958,12285,6331,3277,3850,19021,5813,1666,9290,11196,18075,23662,23541,15081,18839,11734,13070,22567,4709,1329,2198,16550,12512,27625,12632,22908,11007,16653,13494,4993,6431,16540,22400,3544,3935,1739,18730,8719,14415,24196,24964,12175,7552,29203,527,25881,3313,7542,12687,12394,25331,21067,25372,3740,10908,143,21461,19539,679,646,9669,14976,9549
8149250	21881,26298,11652,2173,4831,7560,4078,17483,13179,23143,14020,17449,27396,6435,13878,215,6770,8294,26464,18075,23662,17606,6548,28059,528,5796,28068,18730,7096,15631,26737,27968,5315,12162,11946,14119,25329,27760,10933,19312,26800,24015,14809,5462,647,28675,20490,11679,9165,22280,17920,20668,8996,17732,9640,3503,2367,21372,25096,27063,2929,25135,1222,12736,11176,2610,16406,11963,11022,530,29095,12490,2535,23108,13771,27483,20425,23564,22711,4949,1966,11269,2898,8479,8277,20484,15138,5011,21427,27052,19514,3941,26341,19284,11196,27407,22734,21197,27603,3926,26576,15734,282,20979,29137,13160,12300,14261,13891,15089,2257,15034,5014,3228,11029,5487,141,14048,27888,3760,14925,24425,3151,19962,14995,8792,29334,10616,14294,7868
10696000	1995,19615,14153,25420,20979,1487,1666,2273,14887,21561,11022,21110,24440,3857,10635,3740
3211250	26006,9236,23662,26972,11176,7173,239,17706,5185,3390,17647,11963,16624,19416,19344,8173,20536,11076,27155,13450,17060,8943,27060,15584,17945,7059,4078,25488,934,11983,7105,25933,6158,3228,6951,25570,9988,16818,24986,6199,18630,5661,24971,12173,22732,18612,14261,15065,28484,29197,24929,24498,22749,6148,4775,22337,14942,13592,16110,7260,15645,4411,8816,8792,27443,1962,14447,2963,11127,10393,14976,17446,13430,4479,12431,23928,4595,16409,12977,26516,4571,1280,24598,7747
3581250	7456,11781,27895,3936,18075,26546,11694,1073,3214,23214,26860,20054,20529,27918,20300,2942,9567,5086,28411,1228,11921,21110,17783,10240,18990,25774,5848,12512,18739,24645,2627,15383,2578,1003,1772,11897,22126,13354,22473,21995,15446,1831,16540,12352,11849,22280,23482,23071,20585,5267,25372,9053,19974,6740,143,3458,11670,20698,12790,1325,4939,15838
5034000	19021,647,10176,14261,23223,8750,24496,10570,12220,16077,10329,5655,24415,15639,23662,10232,26559,10617,21245,20207,26860,28347,11676,21336,19973,5712,15138,15584,18324,22393,18730,1241,29446,26883,7465,10584,28410,9441,7354,29117,6080,1481,3723
5901250	10627,19277,6592,14739,14575,1051,11330,7262,2674,1010,23475,2086,1831,12606,22482,8798,19341,10000,18730,12132,14261,13247,29446,29247,2730,23884,917,21372,18937,1797,7105,22280,9549,3228,12230,10014,21717,11073,22993,16406,23499,1547,3382,20846,2033,679,8763,2896,12977,17431,3723,4498,25260,29203
6257000	21110,23896,14795,22977,28411,12285,6624,16540,25424,22749,11679,23563,21071,7706,21427,11849,19668,9977,3740,26699,530,23628,3185,16986,25372,2655
6996000	13754,19828,29295,10647,1086,6255,26050,6680,7547,6305,24780,16067,1008,5330,7282,18213,12165,4938,27198,20578,510,2963
10057000	8193
11362000	9609,20425,28694,7868,8851,7613,23905,10240,28433,18343,11832,23777,8693,11604,17232,1551,22546,510,17197,4324,10404,14496,16376,5330,14533,6175,17376,10176,6988,25336,22749,599,11029,21838,4250,27828,14894,2963,24225
11687000	23685,431,8689,16476
11847750	3555,7827
12008000	20340,27893,6465,24274,18075,24977,19381,6765,10329,7390,8365,1591,21503,18697,1966,5680,6143,28270,11199,7868,4953,20979,29547,5053,7208,15534,14261,6918,15197,19702,25353,241,12737,17647,25618,26618,7668,20425,21481,27458,647,20477,6828,24196,16331,2605,4960,11904,3185,21838,2739,17081,14020,29084
1969000	21567,23662,25687,5876,2927,911,11079,6465,11939,13265,15887,6929,4993,7354,19574,16550,937,13226,27927,6596,18697,17653,12220,5848,1583,15831,1831,3602,21110,14580,28769,3390,16675,3766,4763,360,251,4411,6148,18002,11983,3254,10821,25339,5469,20297,585,4571,6352,14020,22505,2899,8719,7399,18575,5987,11080,24922,8993,13799
3089500	4078,1917,16754,14020
3552000	24385
4809750	1831,18771,17013,23884,7954,23779,679
8666500	18075,11790,647,24015,17671,6447,4694,25791,13559,29547,19417,20648,15672
9035750	18544,7850,21919,9881,17732,19973,6839,25618,18024,25381,27052,29099,26434,20661,17977,4479
9163000	13240,12285,25372,16939,241,7977,29547,12394,27737,23475,11482,23066,23278,5594,24601,26576,14261,21672,23623,2257,19759,1878,27625,21400,7322,23094,11565,4949,15171,28453,8689,23896,26464,3719,20079,1546,7868,23662,27371,1290,28936,17647,20449,28244,7748,6294,13494,5851,7736,476,28035,7070,22846,5667,2438,18269,11926,16463,16184,14182,17451,29090,6096,6571,25297,3433,6158,19217,25969,11080,28184,11670
10768750	19993,3239,2570,6927,6672,25260,24323,22371,11850,17592,13888,14520,11604,27981,4683,11150,11323,25820,12870,27261,13265
10927500	12610,27191
11046750	7169
11339250	3174,6828
1909250	28410,9842,21110,11404,14580,20516,16027,5254,2121,16094,12440,13607,10620,14213,27835,14956,11330,10378,4411,5131,12541,1526,2803,15811,21975,20622,20074,24348,2410,17946,27683,2826,15992,12990,6326,23662,22244,27639,4039,5285,14467,28504,11449,24848,20154,504,12729,7127,28347,11857,8383,16628,22560,24059,9340,11319,22421,9255,23214,20300,16818,22280,26523,17405,6431,15791,23896,9078,2963,26974,18180,14209,12666,10014,26380,24645,23914,8675,22736,19668,27205,29032,24461,4078,8628,16013,10570,3384,29099,23736,8193,27406,4510,7542,3723,28184,25372,2655,5416,17060,19458,679,7552,17771,22958,22131,21770,18829,19974,1547,5598,23470,20297
2138750	21334,25260,6817,1950,21838,17457,5680,14120,18805,20425,24385,13779,24323,4052,26404
2874500	2368,1392,22552,17058,14655,1979,19095,9962,3047,1155,12736,19514,22769,18145,21110,25551,2319,993,2963,17945,15584,7323,16550,7864,20579,8637,13070,7910,18805,8359,2669,16110,19455,28881,10840,1831,10176,20386,14580,26722,29547,24590,22094,14261,17766,25493,28059,7706,4172,19422,3850,27497,6203,16331,14265,17779,7868,28519,21844,12220,1579,2236,27135,20300,13888,12285,637,14914,12395,20668,22484,3032,17331,16279,21336,2103,28626,22489,6591,143,11866,16395,3723,28653,1461,18824,7386,28124,24306,14922,9549,2257,27446,28370,9479
3524750	5081,4808,614,10368,251,7963,6868,4491,3164,3047,26871,27625,19973,17920,993,3926
